area;ciudad;conglomerado;panelm;vivienda;hogar;p01;sexo;edad;p04;p05a;p05b;p06;p07;p08;p09;niveleducativo;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;factorexpancion;nnivins;ingrlaboral;ingpc;condicionlaboral;codicion_empleo;desempleo;secemp;grupo1;sectoreconomico;prov;dominio;pobreza;epobreza;upm;id_vivienda;id_hogar;id_persona;periodo;mes
2;50552;50552;60;4;1;2;2;65;2;10;10;1;2;;1;4;3;2;;;1;1;;2;1;;;;49;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;55;10;1;3;3;2;1;49;;;;;;;;;;;;5;687;1;72;124;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;635;211,6666667;1;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;5;1;1;2;67;1;1;10;4;2;;1;4;2;2;;;1;1;;1;2;8;;;28;1;;4;;;;;;;; ;;;;;141;6121;6;2;;;;;;;;;;;;;55;10;1;3;3;2;1;28;;;;;;;;;;;;5;0;1;27;20;;;;;;; ;2;;1;140;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;7;511,75;4;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;5;1;2;2;24;3;10;10;1;2;;5;5;10;1;;;1;1;;1;1;;;;84;;1;4;;;;;;;; ;;;;;4620;5243;6;2;;;;;;;;;;;;;4;8;1;2;2;1;2;70;14;0;141;9212;7;;10;1;3;3;2;5;15500;1;20;13620;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;1900;511,75;1;1;;1;5;7;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;5;1;3;1;28;4;10;10;1;2;;11;7;3;;;;1;1;;1;1;;;;84;;1;4;;;;;;;; ;;;;;4620;5243;7;;;;;;;;;;;;;;4;8;1;2;2;1;2;70;14;0;141;9212;7;;10;1;3;3;2;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;4;;511,75;5;1;;1;5;7;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;5;1;1;2;68;1;1;10;4;2;;1;1;;2;;;6;1;;1;1;;;;42;;1;4;;;;;;;; ;;;;;141;6121;6;2;;;;;;;;;;;;;55;10;1;1;3;2;1;42;;;;;;;;;;;;5;0;1;30;0;;;;;;; ;2;;1;200;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;1;30;157,5;4;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;5;1;2;2;25;3;10;10;1;2;;3;5;10;1;;;6;1;;1;1;;;;49;;1;4;;;;;;;; ;;;;;4620;5243;7;;;;;;;;;;;;;;4;8;1;2;2;1;2;42;7;0;141;9212;7;;10;1;2;3;2;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;;157,5;5;1;;1;5;7;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;5;1;3;1;30;4;10;10;1;2;;3;7;3;;;;6;1;;1;1;;;;49;;1;4;;;;;;;; ;;;;;4620;5243;6;2;;;;;;;;;;;;;4;8;1;2;2;1;2;42;7;0;141;6121;6;2;10;1;2;3;2;5;1200;2;;800;;;;;0;2; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;4;400;157,5;4;1;;1;5;7;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;6;1;1;1;65;1;3;10;1;2;;11;4;6;1;;;1;1;;1;1;;;;56;;1;4;;;;;;;; ;;;;;141;6121;6;2;;;;;;;;;;;;;51;10;1;3;3;2;1;56;;;;;;;;;;;;3;150;1;42;40;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;152;231,25;4;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;6;1;2;2;63;2;3;10;1;2;;3;2;1;2;;;1;1;;1;1;;;;56;;1;4;;;;;;;; ;;;;;141;9212;7;;;;;;;;;;;;;;50;10;1;3;3;2;1;56;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;120,3163804;2;;231,25;5;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;6;1;3;2;31;3;3;10;6;2;;3;4;6;1;;;1;1;;1;1;;;;56;;1;4;;;;;;;; ;;;;;141;9212;7;;;;;;;;;;;;;;19;10;1;3;3;2;1;56;;;;;;;;;;;;3;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;;231,25;5;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;6;1;4;1;28;3;10;10;6;2;;5;7;3;;;;1;1;;1;1;;;;63;;1;4;;;;;;;; ;;;;;4100;9313;4;;6;1;1;2;2;2;2;2;2;2;2;2;0;2;1;8;3;2;1;63;;;;;;;;;;;;5;;;;;470;0;1;248;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;4;718;231,25;1;1;;2;9;6;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;6;1;1;1;65;1;3;10;1;2;;1;4;4;1;;;1;1;;2;1;;;;52;;1;4;;;;;;;; ;;;;;4100;7112;4;;6;1;2;2;2;2;2;2;2;2;2;2;50;2;1;2;3;2;2;40;12;0;150;9213;7;;10;1;3;3;2;5;;;;;400;0;1;60;;; ;2;;1;120;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;460;265;4;1;;2;7;6;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;6;1;2;2;63;2;3;10;1;2;;11;1;;2;;;1;1;;2;1;;;;42;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;50;10;1;3;3;2;1;42;;;;;;;;;;;;3;200;2;;40;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;76,45275784;1;160;265;4;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;6;1;3;2;32;3;3;10;6;2;;3;4;6;1;;;1;1;;2;1;;;;42;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;20;10;1;3;3;2;1;42;;;;;;;;;;;;3;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;;265;5;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;7;1;1;2;52;1;10;10;6;2;;3;4;6;1;;;1;1;;1;1;;;;58;;1;2;1;16;7;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;42;10;1;3;3;2;2;42;16;0;113;6111;4;;11;1;8;3;2;5;182;1;19;50;;;;;64;2; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;215;122;3;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;7;1;2;2;24;3;10;10;5;2;;3;7;3;;;;1;1;;1;1;;;;58;;1;2;1;15;7;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;6;10;1;3;3;2;2;42;16;0;113;6111;4;;11;1;8;3;2;5;;;;;;;;;64;2; ;2;;2;;2;;2;;1;80;2; ;;;;;;;;;;;;;;1;521;120,3163804;4;64;122;3;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;7;1;3;1;23;4;10;10;5;2;;3;5;7;1;;;1;2;180161;1;1;;;;59;;1;2;1;10;1;4;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;4;10;1;3;3;2;2;35;24;0;113;6111;4;;11;1;5;3;2;5;;;;;;;;;96;2; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;96;122;3;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;7;1;5;1;76;6;2;10;4;2;;1;4;2;1;;;1;1;;1;2;12;2;;;;;;;;;;11;;11; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;100;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;120,3163804;3;;122;9;;;;;;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202506;6
2;50552;50552;60;7;1;1;2;51;1;10;10;6;2;;11;4;6;1;;;1;1;;1;2;8;;;28;6;;2;2;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;41;10;1;3;3;2;1;28;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;;246,2;5;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;7;1;2;2;22;3;10;10;5;2;;3;7;3;;;;1;1;;1;1;;;;56;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;10;10;1;3;3;2;2;40;16;0;113;6111;4;;11;1;5;3;2;5;374;1;20;18;;;;;100;1;25;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;76,45275784;4;501;246,2;1;1;;2;6;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;7;1;3;1;23;4;10;10;5;2;;3;5;7;1;;;1;2;180161;1;1;;;;56;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;17;10;1;3;3;2;2;40;16;0;113;6111;4;;11;1;5;3;2;5;;;;;;;;;80;1;20;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;100;246,2;4;1;;2;9;1;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;60;7;1;5;1;77;6;1;10;4;2;;1;4;3;2;;;1;1;;1;2;12;2;;;;;;;;;;11;;11; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;520;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;76,45275784;3;;246,2;9;;;;;;5;6;0;0;50552900201;5,05529E+17;5,05529E+18;5,05529E+20;202509;9
2;50552;50552;40;1;1;1;1;57;1;10;10;1;2;;3;6;1;;;;1;1;;2;1;;;;52;;1;4;;;;;;;; ;;;;;4100;7112;2;;3;1;2;2;2;2;2;2;2;2;2;2;37;2;1;10;3;2;2;40;12;0;150;6130;6;2;10;1;3;3;2;5;;;;;600;0;1;50;462;1;39;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;1151;383,6666667;1;1;;2;7;6;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;1;1;2;2;56;2;10;10;1;2;;3;4;6;1;;;1;1;;2;2;8;;;56;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;44;10;1;3;3;2;1;56;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;;383,6666667;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;1;1;3;2;22;3;10;10;6;2;;17;7;3;;;;1;1;;2;2;8;;;30;7;;4;;;;;;;; ;;;;;150;9212;7;;;;;;;;;;;;;;10;10;1;3;3;2;1;30;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;4;;383,6666667;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;2;1;1;2;70;1;3;10;4;2;;3;2;1;2;;;6;1;;3;1;;;;56;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;57;10;1;3;3;2;1;56;;;;;;;;;;;;5;360;1;40;150;;;;;;; ;2;;1;119;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;2;250;123;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;2;1;2;2;45;3;10;10;6;2;;11;4;6;1;;;6;1;;3;2;8;;;66;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;32;10;1;3;3;2;1;66;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;;123;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;2;1;3;2;38;3;10;10;6;2;;11;6;6;;;;6;1;;3;2;8;;;66;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;25;10;1;3;3;2;1;66;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;4;;123;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;3;1;1;1;40;1;10;10;1;2;;3;4;6;1;;;1;1;;1;2;8;;;48;;1;2;1;16;7;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;25;10;1;4;3;2;1;48;;;;;;;;;;;;5;45;1;89;0;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;134;53;3;1;;2;6;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;3;1;2;2;53;2;10;10;1;2;;3;4;6;1;;;1;1;;1;2;8;;;48;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;40;10;1;4;3;2;1;48;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;72;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;;53;5;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;4;1;1;2;58;1;10;10;6;2;;11;4;3;1;;;1;1;;1;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;60;2;;1;100;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;;107,5;9;;;;;;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;4;1;2;2;51;7;10;10;4;2;;11;4;6;1;;;1;1;;1;2;8;;;14;1;;4;;;;;;;; ;;;;;146;6320;6;2;;;;;;;;;;;;;32;9;1;1;3;2;1;14;;;;;;;;;;;;5;0;2;;0;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;0;107,5;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;5;1;1;1;82;1;3;10;1;2;;1;1;;2;;;1;1;;1;1;;;;28;6;;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;67;10;1;1;3;2;1;28;;;;;;;;;;;;5;103;1;25;0;;;;;;; ;2;;1;119;1;30;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;1;128;188,5;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;5;1;2;2;79;2;3;10;1;2;;1;1;;2;;;1;1;;1;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;100;2; ;;;;;;;;;;;;;;1;521;53,47858311;1;;188,5;9;;;;;;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;6;1;1;2;52;1;3;10;6;2;;3;4;6;1;;;1;1;;1;1;;;;35;6;;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;37;10;1;1;3;2;1;35;;;;;;;;;;;;3;245;1;90;32;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;53,47858311;3;303;358;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;7;1;1;1;62;1;1;10;1;2;;5;6;6;;;;1;1;;3;1;;;;60;;1;4;;;;;;;; ;;;;;8411;1115;1;;3;2;2;2;1;2;1;2;2;2;1;1;2;1;2;;;;2;40;20;0;150;6130;6;2;10;1;3;3;2;1;;;;;999999;999999;2;;160;1;47;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;4;999999;;6;1;;1;1;15;5;6;;;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;7;1;2;2;62;2;3;10;1;2;;5;2;1;2;;;1;1;;3;1;;;;54;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;49;10;1;3;3;2;1;54;;;;;;;;;;;;3;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;2;;;5;1;;2;9;1;5;6;;;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;40;7;1;3;2;24;3;10;10;6;2;;3;7;3;;;;1;1;;3;2;8;;;54;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;11;10;1;3;3;2;1;54;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;53,47858311;4;;;5;1;;2;9;1;5;6;;;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202501;1
2;50552;50552;54;1;1;1;1;59;1;10;10;1;2;;11;4;6;1;;;1;1;;3;1;;;;50;;1;4;;;;;;;; ;;;;;4100;7112;4;;6;2;2;2;2;2;2;2;2;2;2;2;40;2;1;10;3;2;2;40;10;0;150;9213;7;;10;1;5;3;2;5;;;;;560;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;3;560;248;1;1;;2;7;6;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;1;1;2;2;62;2;3;10;1;2;;11;1;;2;;;1;1;;3;1;;;;40;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;40;10;1;5;3;2;1;40;;;;;;;;;;;;3;120;1;20;0;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;1;140;248;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;1;1;3;2;32;3;10;10;1;2;;3;6;6;;;;1;1;;3;1;;;;40;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;20;10;1;5;3;2;1;40;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;124,4811237;4;;248;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;1;1;4;1;31;4;10;10;1;2;;3;6;6;;;;1;1;;3;1;;;;50;;1;4;;;;;;;; ;;;;;4100;9313;4;;6;2;2;2;2;2;2;2;2;2;2;2;1;2;1;10;3;2;2;40;10;0;150;9213;7;;10;1;5;3;2;5;;;;;480;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;4;480;248;1;1;;2;9;6;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;1;1;1;1;59;1;10;10;1;2;;3;4;6;1;;;1;1;;3;1;;;;50;;1;4;;;;;;;; ;;;;;4100;7112;4;;6;2;2;2;2;2;2;2;2;2;2;2;10;2;1;4;3;2;2;40;10;0;150;9213;7;;10;1;4;3;2;5;;;;;480;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;85,10047134;3;480;226;1;1;;2;7;6;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
2;50552;50552;54;1;1;2;2;62;2;3;10;1;2;;1;4;1;2;;;1;1;;3;1;;;;50;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;52;10;1;4;3;2;1;50;;;;;;;;;;;;3;80;1;25;0;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;85,10047134;3;105;226;4;1;;2;6;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
2;50552;50552;54;1;1;3;2;32;3;10;10;1;2;;11;6;6;;;;1;1;;3;1;;;;40;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;20;10;1;4;3;2;1;40;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;85,10047134;4;;226;5;1;;2;9;1;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
2;50552;50552;54;1;1;4;1;32;4;10;10;1;2;;5;6;2;;;;1;1;;3;1;;;;55;;1;2;1;10;7;;;;; ;;;;;4100;9313;4;;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;5;3;2;2;40;15;0;150;9213;7;;10;1;4;3;2;5;;;;;480;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;85,10047134;3;480;226;1;1;;2;9;6;5;6;0;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
2;50552;50552;54;2;1;1;1;66;1;3;10;4;2;;1;4;3;1;;;1;2;50553;1;1;;;;48;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;56;10;1;6;3;2;1;48;;;;;;;;;;;;5;0;2;;50;;;;;;; ;2;;1;119;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;3;-1;58,33333333;4;1;;2;6;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;2;2;32;3;10;10;6;2;;3;4;6;1;;;1;1;;1;1;;;;54;;1;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;20;10;1;6;3;2;2;30;24;0;113;6111;4;;11;1;2;3;2;5;;;;;;;;;100;1;20;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;3;120;58,33333333;4;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;3;2;23;3;10;10;5;2;;3;5;7;1;;;1;1;;1;1;;;;14;3;;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;14;10;1;6;3;2;1;14;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;95;2; ;;;;;;;;;;;;;;1;521;124,4811237;3;;58,33333333;5;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;4;2;20;3;10;10;6;2;;3;7;3;;;;1;1;;1;1;;;;30;3;;2;1;20;7;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;10;10;1;6;3;2;1;30;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;1;55;2; ;;;;;;;;;;;;;;1;521;124,4811237;4;;58,33333333;2;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;5;1;18;4;10;10;5;2;;3;5;7;1;;;1;2;50553;1;1;;;;54;;1;2;1;10;1;4;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;8;10;1;6;3;2;2;30;24;0;119;6113;4;;11;1;4;3;2;5;;;;;;;;;100;1;20;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;3;120;58,33333333;3;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;6;1;16;5;10;10;6;1;1;;7;1;;;;1;2;170150;1;1;;;;10;7;;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;4;10;1;6;3;2;1;10;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;8;2;;2; ;2; ;;;;;;;;;;;;;;1;521;124,4811237;4;;58,33333333;5;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202504;4
2;50552;50552;54;2;1;1;1;67;1;3;10;4;2;;1;4;3;1;;;1;2;50553;1;1;;;;40;;1;4;;;;;;;; ;;;;;150;6130;6;2;;;;;;;;;;;;;55;10;1;5;3;2;1;40;;;;;;;;;;;;5;130;1;40;10;;;;;;; ;2;;1;120;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;85,10047134;3;160;65,11111111;4;1;;2;6;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
2;50552;50552;54;2;1;2;2;32;3;10;10;6;2;;3;4;6;1;;;1;1;;1;1;;;;30;3;;4;;;;;;;; ;;;;;150;9213;7;;;;;;;;;;;;;;20;10;1;5;2;2;1;30;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;521;85,10047134;3;;65,11111111;5;1;;2;9;1;5;6;1;0;50552901702;5,05529E+17;5,05529E+18;5,05529E+20;202507;7
