area;ciudad;conglomerado;panelm;vivienda;hogar;p01;sexo;edad;p04;p05a;p05b;p06;p07;p08;p09;niveleducativo;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;estrato;factorexpancion;nnivins;ingrlaboral;ingpc;condicionlaboral;codicion_empleo;desempleo;secemp;grupo1;sectoreconomico;prov;dominio;pobreza;epobreza;upm;id_vivienda;id_hogar;id_persona;periodo;mes
1;50150;50150;54;7;1;2;2;35;2;4;10;5;2;;5;6;6;;;;6;2;170150;2;1;;;;84;;1;4;;;;;;;; ;;;;;8422;210;1;;1;1;2;2;1;2;1;2;2;2;1;1;5;1;2;;;;1;84;;;;;;;;;;;;4;;;;;790;400;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;82,73599673;4;1190;536,6;1;1;;1;10;15;5;6;0;0;50150003003;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;54;8;1;1;1;39;1;4;10;1;2;;5;6;6;;;;6;2;130850;2;1;;;;56;;1;4;;;;;;;; ;;;;;8422;210;1;;1;1;1;2;1;1;1;2;2;1;1;1;18;1;2;;;;1;56;;;;;;;;;;;;4;;;;;959;538;1;159;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;56,10517334;4;1656;331,2;1;1;;1;10;15;5;6;0;0;50150003003;5,015E+17;5,015E+18;5,015E+20;202507;7
1;50150;50150;54;8;1;2;2;42;2;4;10;1;2;;15;9;4;;2;;6;2;130850;2;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;56,10517334;5;;331,2;9;;;;;;5;6;0;0;50150003003;5,015E+17;5,015E+18;5,015E+20;202507;7
1;50150;50150;54;8;1;3;1;15;3;4;10;6;1;1;;5;9;1;;;6;2;130150;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;56,10517334;3;;331,2;9;;;;;;5;6;0;0;50150003003;5,015E+17;5,015E+18;5,015E+20;202507;7
1;50150;50150;59;1;1;1;2;54;1;1;10;3;2;;11;6;6;;;;6;2;50350;1;2;12;2;;;;;;;;;;11;;6;1;;1;6;52;8230;3332;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;; ;1;800;2;;2;;2;;2; ;2; ;2;2;1;2;1;2;2;2;2;2;2;2;5;1;511;6,103176421;4;;2000;8;;1;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;1;1;2;2;33;3;1;10;3;2;;2;9;5;;1;30330101;6;1;;2;1;;;;24;8;;4;;;;;;;; ;;;;;4210;1323;5;2;;;;;;;;;;;;;5;6;1;10;1;1;1;40;;;;;;;;;;;;1;20000;2;;15000;;;;;;; ;2;;1;200;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;5000;2000;1;1;;1;1;6;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;1;1;1;2;54;1;2;10;3;2;;3;6;6;;;;6;2;50350;1;2;12;2;;;;;;;;;;11;;8; ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;; ;1;800;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;4;;666,6666667;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;1;1;2;2;33;3;1;10;3;2;;5;9;5;;1;30330101;6;1;;2;1;;;;45;;1;4;;;;;;;; ;;;;;4210;1323;5;2;;;;;;;;;;;;;7;6;1;5;1;1;1;45;;;;;;;;;;;;1;12000;2;;11000;;;;;;; ;2;;1;200;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;1000;666,6666667;1;1;;1;1;6;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;2;1;1;2;86;1;1;10;6;2;;1;9;5;;1;30110101;6;1;;1;2;8;;;7;1;;4;;;;;;;; ;;;;;146;6320;6;2;;;;;;;;;;;;;40;9;1;1;3;2;1;7;;;;;;;;;;;;5;0;2;;5;;;;;;; ;2;;1;266;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;-1;266;4;1;;2;6;1;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;2;1;1;2;86;1;1;10;6;2;;1;9;4;;1;30110101;7;1;;1;2;12;2;;;;;;;;;;11;;8; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;900;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;;900;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;3;1;1;1;67;1;1;10;1;2;;5;10;2;;1;50330101;6;2;170150;1;1;;;;24;8;;4;;;;;;;; ;;;;;8423;2612;1;;1;2;2;2;1;2;1;2;2;2;1;1;20;1;2;;;;1;40;;;;;;;;;;;;1;;;;;2900;600;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;3500;3500;1;1;;1;2;15;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;3;1;1;1;67;1;1;10;1;2;;2;10;2;;1;50330101;6;2;170150;1;1;;;;40;;1;4;;;;;;;; ;;;;;8423;2612;1;;1;2;2;2;1;2;1;2;2;1;1;1;20;1;2;;;;1;40;;;;;;;;;;;;1;;;;;3500;800;1;200;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;4500;4500;1;1;;1;2;15;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;4;1;1;1;63;1;2;10;3;2;;2;9;6;;1;30910205;6;1;;1;1;;;;44;;1;4;;;;;;;; ;;;;;8620;2211;6;2;;;;;;;;;;;;;38;6;1;1;2;1;1;44;;;;;;;;;;;;2;700;2;;300;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;400;200;4;1;;1;2;17;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;4;1;2;1;17;3;1;10;6;1;1;;7;2;;;;6;1;;1;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;4;;200;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;4;1;1;1;63;1;2;10;3;2;;2;10;1;;1;50910902;6;1;;1;1;;;;44;;1;4;;;;;;;; ;;;;;8620;2211;6;2;;;;;;;;;;;;;39;6;1;1;3;1;1;44;;;;;;;;;;;;2;1400;2;;200;;;;;;; ;2;;2;;1;200;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;1200;700;1;1;;1;2;17;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;4;1;2;1;17;3;2;10;6;1;1;;7;2;;;;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;4;;700;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;5;1;1;2;69;1;10;10;4;2;;11;6;6;;;;6;1;;2;2;12;2;;;;;;;;;;11;;11; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;160;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;4;;80;9;;;;;;5;6;1;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;5;1;2;1;28;3;10;10;6;2;;3;8;3;;1;21020203;6;1;;2;2;12;2;;;;;;;;;;8;5;; ;;1;5;5;8411;3359;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;2;1;511;6,836036809;5;;80;7;;1;;;;5;6;1;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;6;1;1;1;80;1;1;10;1;2;;1;4;6;1;;;6;1;;2;2;12;2;;;;;;;;;;11;;11; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;250;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;3;;250;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;6;1;2;2;80;2;1;10;1;2;;1;4;2;2;;;6;2;50450;2;2;12;2;;;;;;;;;;11;;12; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;250;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;3;;250;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;6;1;1;1;81;1;1;10;1;2;;1;4;6;1;;;6;1;;1;2;12;2;;;;;;;;;;11;;8; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;500;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;3;;325;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;6;1;2;2;80;2;1;10;1;2;;1;4;3;1;;;6;2;50450;2;2;12;2;;;;;;;;;;11;;8; ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;1;150;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;3;;325;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;7;1;1;1;69;1;1;10;1;2;;1;9;5;;1;30730201;6;1;;2;1;;;;40;;5;4;;;;;;;; ;;;;;7110;2142;5;2;;;;;;;;;;;;;35;6;1;2;2;1;1;48;;;;;;;;;;;;5;999999;2;;999999;;;;;;; ;2;;1;470;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;999999;600;6;1;;1;2;13;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;7;1;2;2;63;2;1;5;1;2;;2;9;5;;1;30730201;6;1;;2;2;12;2;;;;;;;;;;11;;8; ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;1;200;1;1600;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;;600;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;7;1;3;2;33;3;5;10;6;2;;2;9;5;;1;30210205;6;1;;2;1;;;;24;8;;4;;;;;;;; ;;;;;6419;2166;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;2;;;;1;40;;;;;;;;;;;;5;;;;;0;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;5;0;600;4;1;;1;2;11;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;7;1;1;1;69;1;2;10;1;2;;2;9;5;;1;30730201;6;1;;2;1;;;;44;;1;4;;;;;;;; ;;;;;7110;2142;6;2;;;;;;;;;;;;;30;6;1;1;2;1;1;44;;;;;;;;;;;;5;900;2;;300;;;;;;; ;2;;1;470;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;600;1120;1;1;;1;2;13;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;7;1;2;2;63;2;1;5;1;2;;2;9;5;;1;30730201;6;1;;2;2;12;2;;;;;;;;;;11;;8; ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;1;200;1;1600;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;;1120;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;7;1;3;2;34;3;5;10;6;2;;2;9;4;;1;30210205;6;1;;2;1;;;;45;;1;4;;;;;;;; ;;;;;6419;2166;6;2;;;;;;;;;;;;;2;8;1;1;3;1;2;40;5;0;7410;2166;6;2;9;1;1;3;2;5;500;2;;60;;;;;50;2; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,836036809;5;490;1120;1;1;;1;2;11;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202506;6
1;50150;50150;59;9;1;1;2;69;1;10;10;4;2;;1;6;6;;;;6;1;;1;2;12;2;;;;;;;;;;11;;12; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;200;2;;2; ;2; ;;;;;;;;;;;;;;1;511;6,103176421;4;;100;9;;;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;59;9;1;2;1;28;3;10;10;6;2;;3;8;3;;1;21020203;6;1;;1;2;12;2;;;;;;;;;;9;6;; ;;1;9;6;8411;3359;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;2;1;511;6,103176421;5;;100;7;;1;;;;5;6;0;0;50150003803;5,015E+17;5,015E+18;5,015E+20;202503;3
1;50150;50150;53;1;1;1;1;56;1;1;10;1;2;;11;6;2;;;;6;1;;2;1;;;;40;;1;2;1;10;7;;;;; ;;;;;8411;8332;1;;1;1;2;2;1;1;1;2;2;1;1;1;33;1;2;;;;1;40;;;;;;;;;;;;1;;;;;670;70;1;10;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;3;750;305;1;1;;1;8;15;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;1;1;2;2;53;2;10;10;1;2;;11;4;6;1;;;6;1;;2;2;12;2;;;;;;;;;;11;;9; ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;3;;305;9;;;;;;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;1;1;3;2;30;3;10;10;6;2;;5;7;3;;;;6;1;;2;1;;;;32;2;;2;1;10;7;;;;; ;;;;;5510;9112;2;;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;3;4;3;1;32;;;;;;;;;;;;5;;;;;470;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;470;305;2;1;;4;9;9;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;1;1;4;2;20;3;10;10;6;1;1;;7;3;;;;6;1;;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;;305;9;;;;;;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;2;1;1;1;30;1;1;10;5;2;;5;7;3;;;;6;1;;2;1;;;;38;8;;4;;;;;;;; ;;;;;8411;8322;1;;1;2;2;2;1;1;1;2;2;2;1;1;2;1;2;;;;2;40;30;0;4922;8322;6;2;3;1;1;3;2;1;;;;;1120;60;1;10;200;2; ;2;;2;;1;200;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;1390;331,2;1;1;;1;8;15;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;2;1;2;2;32;2;10;10;5;2;;3;7;3;;;;6;1;;2;2;8;;;40;;5;2;1;20;7;;;;; ;;;;;113;9211;4;;6;1;2;2;2;2;2;2;2;2;2;2;17;11;1;2;3;2;1;8;;;;;;;;;;;;5;;;;;40;0;1;10;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;50;331,2;3;1;;2;9;1;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;2;1;5;1;15;7;10;10;6;1;1;;5;10;1;;;6;1;;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;8;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;3;;331,2;9;;;;;;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;2;1;1;1;31;1;1;10;5;2;;5;6;6;;;;1;1;;2;1;;;;65;;1;4;;;;;;;; ;;;;;8411;8322;1;;1;2;2;2;1;1;1;2;2;1;1;1;3;1;2;;;;2;40;25;0;4922;8322;7;;3;1;2;3;1;1;;;;;570;60;1;13;;; ;2;;2;;1;240;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;643;300;1;1;;1;8;15;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;2;1;2;2;33;2;10;10;5;2;;5;6;6;;;;1;1;;2;1;;;;40;;1;4;;;;;;;; ;;;;;4922;8322;6;2;;;;;;;;;;;;;0;3;1;2;3;1;1;40;;;;;;;;;;;;5;900;1;50;342;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;608;300;1;1;;1;8;8;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;2;1;5;1;15;7;10;10;6;1;1;;5;9;1;;;1;1;;2;2;12;2;;;;;;;;;;11;;9; ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;3;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;3;;300;9;;;;;;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;3;1;1;1;58;1;4;10;1;2;;11;6;6;;;;6;1;;1;1;;;;35;1;;4;;;;;;;; ;;;;;4711;5221;6;2;;;;;;;;;;;;;4;9;1;3;2;1;1;35;;;;;;;;;;;;5;1120;1;300;608;;;;;;; ;1;250;1;1200;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;812;754;1;1;;1;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;3;1;2;2;49;2;4;10;1;2;;11;6;6;;;;6;2;170150;1;1;;;;40;;1;4;;;;;;;; ;;;;;4711;5223;7;;;;;;;;;;;;;;4;9;1;3;2;1;1;40;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;;754;5;1;;1;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;3;1;3;1;17;3;4;10;6;1;2;;7;2;;;;6;1;;1;1;;;;14;7;;4;;;;;;;; ;;;;;4711;5223;7;;;;;;;;;;;;;;4;9;1;3;2;1;1;14;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;;754;5;1;;1;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;3;1;1;1;58;1;4;10;2;2;;11;6;6;;;;6;1;;1;1;;;;42;;1;4;;;;;;;; ;;;;;4711;5221;6;2;;;;;;;;;;;;;0;9;1;2;3;2;1;42;;;;;;;;;;;;5;775;1;200;400;;;;;;; ;1;250;1;1100;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;575;966,5;1;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;3;1;2;1;17;3;4;10;6;1;1;;7;2;;;;6;1;;1;1;;;;14;7;;4;;;;;;;; ;;;;;4711;5223;7;;;;;;;;;;;;;;0;9;1;2;3;2;1;14;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;1;8;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;;966,5;5;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;4;1;1;2;64;1;10;10;4;2;;11;4;6;1;;;6;1;;1;1;;;;49;;1;4;;;;;;;; ;;;;;4721;5221;6;2;;;;;;;;;;;;;5;6;1;2;3;2;1;49;;;;;;;;;;;;5;400;1;40;100;;;;;;; ;1;350;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;3;340;345;4;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;4;1;2;2;25;3;10;10;6;2;;17;9;4;;2;;6;1;;1;1;;;;15;1;;2;1;40;7;;;;; ;;;;;4721;5223;7;;;;;;;;;;;;;;4;6;1;2;3;2;1;15;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;5;;345;2;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;4;1;1;2;65;1;10;10;4;2;;1;4;6;1;;;6;1;;2;1;;;;40;;1;4;;;;;;;; ;;;;;4721;5221;6;2;;;;;;;;;;;;;45;6;1;2;3;2;1;40;;;;;;;;;;;;5;500;1;50;200;;;;;;; ;1;310;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;3;350;330;4;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;4;1;2;2;26;3;10;10;6;2;;17;9;4;;2;;6;1;;2;1;;;;8;2;;3;1;40;3;3;;;; ;;;;;4721;5223;7;;;;;;;;;;;;;;5;6;1;2;3;2;1;8;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;5;;330;2;1;;2;5;7;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;5;1;1;1;48;1;10;10;1;2;;3;6;6;;;;6;1;;2;1;;;;24;8;;4;;;;;;;; ;;;;;146;8332;2;;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;15;1;1;1;40;;;;;;;;;;;;5;;;;;600;0;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;600;442;1;1;;1;8;1;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;5;1;2;2;39;2;10;10;1;2;;3;4;6;1;;;6;1;;2;1;;;;24;1;;4;;;;;;;; ;;;;;5610;5212;6;2;;;;;;;;;;;;;14;3;1;3;3;2;1;24;;;;;;;;;;;;5;2360;1;50;800;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;3;1610;442;1;1;;2;5;9;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;5;1;3;1;21;3;10;10;6;1;2;;7;3;;;;6;1;;2;1;;;;6;7;;4;;;;;;;; ;;;;;5610;9412;7;;;;;;;;;;;;;;5;9;1;3;3;2;1;6;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;4;;442;5;1;;2;9;9;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
1;50150;50150;53;5;1;1;1;46;1;1;10;1;2;;5;6;6;;;;6;1;;2;1;;;;40;;1;4;;;;;;;; ;;;;;146;8332;2;;3;1;2;2;1;2;1;2;2;1;1;1;0;1;1;40;1;1;1;40;;;;;;;;;;;;1;;;;;470;50;1;63;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;4;583;252,2;1;1;;1;8;1;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;5;1;2;2;39;2;10;10;1;2;;11;4;6;1;;;6;1;;2;1;;;;18;9;;;;;;;;;; ;;;;;5610;9411;6;2;;;;;;;;;;;;;14;6;1;3;3;2;1;18;;;;;;;;;;;;5;960;1;30;312;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;3;678;252,2;1;1;;2;9;9;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;5;1;3;1;21;3;10;10;6;1;1;;9;2;;2;;6;1;;2;1;;;;3;7;;4;;;;;;;; ;;;;;5610;9412;7;;;;;;;;;;;;;;1;9;1;3;3;2;1;3;;;;;;;;;;;;5;;;;;;;;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;76,12777257;5;;252,2;5;1;;2;9;9;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202504;4
1;50150;50150;53;6;1;1;1;36;1;1;10;1;2;;2;9;4;;1;30110406;6;1;;1;1;;;;16;8;;4;;;;;;;; ;;;;;8521;2330;1;;1;2;2;2;1;2;1;2;2;2;1;1;10;1;2;;;;1;40;;;;;;;;;;;;1;;;;;1533;150;2;;;; ;2;;2;;2;;2;;2; ;2; ;;;;;;;;;;;;;;1;512;55,41912837;5;1683;421,75;1;1;;1;2;16;5;6;0;0;50150004002;5,015E+17;5,015E+18;5,015E+20;202501;1
